n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.max
1.100e+03	8.182e-01	8.182e-01	8.182e-01	5.909e-01	5.795e-01	5.985e-01	3.973e-01	3.805e-01	4.116e-01	2.761e-01	2.636e-01	2.920e-01	2.008e-01	1.768e-01	2.242e-01	8.185e-01	8.182e-01	8.188e-01	5.742e-01	5.715e-01	5.764e-01	3.773e-01	3.718e-01	3.788e-01	2.191e-01	2.142e-01	2.224e-01	9.758e-02	9.242e-02	1.021e-01	8.182e-01	8.182e-01	8.182e-01	5.923e-01	5.868e-01	6.023e-01	3.994e-01	3.805e-01	4.141e-01	2.694e-01	2.606e-01	2.904e-01	1.919e-01	1.616e-01	2.121e-01	8.188e-01	8.185e-01	8.191e-01	5.748e-01	5.703e-01	5.785e-01	3.736e-01	3.691e-01	3.785e-01	2.167e-01	2.118e-01	2.209e-01	9.576e-02	9.273e-02	9.970e-02
1.200e+03	8.182e-01	8.182e-01	8.182e-01	5.909e-01	5.801e-01	5.993e-01	3.973e-01	3.857e-01	4.187e-01	2.837e-01	2.652e-01	2.929e-01	2.008e-01	1.869e-01	2.357e-01	8.185e-01	8.182e-01	8.188e-01	5.748e-01	5.718e-01	5.773e-01	3.761e-01	3.724e-01	3.785e-01	2.188e-01	2.127e-01	2.230e-01	9.909e-02	9.333e-02	1.039e-01	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.871e-01	6.027e-01	4.030e-01	3.805e-01	4.152e-01	2.727e-01	2.636e-01	2.904e-01	1.919e-01	1.688e-01	2.212e-01	8.188e-01	8.185e-01	8.191e-01	5.742e-01	5.715e-01	5.782e-01	3.739e-01	3.688e-01	3.779e-01	2.167e-01	2.121e-01	2.215e-01	9.667e-02	9.333e-02	1.012e-01
1.300e+03	8.182e-01	8.182e-01	8.182e-01	5.926e-01	5.801e-01	6.000e-01	4.050e-01	3.872e-01	4.192e-01	2.841e-01	2.689e-01	2.984e-01	2.088e-01	1.919e-01	2.357e-01	8.185e-01	8.182e-01	8.188e-01	5.745e-01	5.727e-01	5.779e-01	3.755e-01	3.736e-01	3.794e-01	2.197e-01	2.124e-01	2.233e-01	9.909e-02	9.424e-02	1.045e-01	8.182e-01	8.182e-01	8.182e-01	5.993e-01	5.848e-01	6.061e-01	4.030e-01	3.838e-01	4.105e-01	2.778e-01	2.636e-01	2.904e-01	1.991e-01	1.732e-01	2.256e-01	8.188e-01	8.182e-01	8.191e-01	5.733e-01	5.706e-01	5.794e-01	3.730e-01	3.685e-01	3.776e-01	2.167e-01	2.130e-01	2.215e-01	9.667e-02	9.485e-02	1.012e-01
1.400e+03	8.182e-01	8.182e-01	8.182e-01	5.926e-01	5.859e-01	6.000e-01	4.105e-01	3.884e-01	4.192e-01	2.896e-01	2.689e-01	3.030e-01	2.121e-01	1.919e-01	2.394e-01	8.185e-01	8.182e-01	8.188e-01	5.752e-01	5.715e-01	5.779e-01	3.758e-01	3.736e-01	3.782e-01	2.182e-01	2.130e-01	2.233e-01	1.006e-01	9.424e-02	1.055e-01	8.182e-01	8.182e-01	8.182e-01	5.970e-01	5.868e-01	6.061e-01	3.970e-01	3.857e-01	4.182e-01	2.803e-01	2.660e-01	2.939e-01	2.045e-01	1.775e-01	2.290e-01	8.188e-01	8.185e-01	8.191e-01	5.736e-01	5.712e-01	5.797e-01	3.724e-01	3.682e-01	3.791e-01	2.148e-01	2.127e-01	2.218e-01	9.636e-02	9.424e-02	1.036e-01
1.500e+03	8.182e-01	8.182e-01	8.182e-01	5.909e-01	5.859e-01	6.027e-01	4.105e-01	3.909e-01	4.192e-01	2.904e-01	2.697e-01	3.056e-01	2.165e-01	1.919e-01	2.462e-01	8.185e-01	8.182e-01	8.188e-01	5.742e-01	5.721e-01	5.776e-01	3.758e-01	3.727e-01	3.797e-01	2.191e-01	2.145e-01	2.245e-01	1.003e-01	9.515e-02	1.082e-01	8.182e-01	8.182e-01	8.182e-01	5.970e-01	5.868e-01	6.061e-01	3.994e-01	3.939e-01	4.182e-01	2.837e-01	2.697e-01	2.975e-01	2.083e-01	1.818e-01	2.386e-01	8.188e-01	8.185e-01	8.191e-01	5.739e-01	5.712e-01	5.782e-01	3.745e-01	3.688e-01	3.800e-01	2.176e-01	2.115e-01	2.218e-01	9.788e-02	9.515e-02	1.003e-01
1.600e+03	8.182e-01	8.182e-01	8.182e-01	5.978e-01	5.859e-01	6.030e-01	4.105e-01	3.909e-01	4.242e-01	2.904e-01	2.727e-01	3.074e-01	2.189e-01	1.948e-01	2.462e-01	8.185e-01	8.182e-01	8.188e-01	5.745e-01	5.724e-01	5.776e-01	3.767e-01	3.718e-01	3.782e-01	2.188e-01	2.133e-01	2.245e-01	1.027e-01	9.485e-02	1.091e-01	8.182e-01	8.182e-01	8.182e-01	5.970e-01	5.859e-01	6.061e-01	3.994e-01	3.879e-01	4.187e-01	2.854e-01	2.727e-01	3.030e-01	2.121e-01	1.818e-01	2.394e-01	8.188e-01	8.185e-01	8.191e-01	5.742e-01	5.709e-01	5.776e-01	3.739e-01	3.691e-01	3.803e-01	2.182e-01	2.124e-01	2.218e-01	9.818e-02	9.515e-02	1.015e-01
1.700e+03	8.182e-01	8.182e-01	8.182e-01	5.947e-01	5.859e-01	6.030e-01	4.105e-01	3.939e-01	4.217e-01	2.904e-01	2.727e-01	3.081e-01	2.189e-01	1.970e-01	2.500e-01	8.185e-01	8.182e-01	8.188e-01	5.752e-01	5.724e-01	5.788e-01	3.764e-01	3.727e-01	3.827e-01	2.200e-01	2.155e-01	2.261e-01	1.036e-01	9.515e-02	1.091e-01	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.868e-01	6.061e-01	4.030e-01	3.939e-01	4.182e-01	2.854e-01	2.755e-01	3.030e-01	2.078e-01	1.818e-01	2.424e-01	8.188e-01	8.185e-01	8.191e-01	5.736e-01	5.709e-01	5.791e-01	3.748e-01	3.703e-01	3.785e-01	2.179e-01	2.112e-01	2.227e-01	9.879e-02	9.485e-02	1.009e-01
1.800e+03	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.859e-01	6.061e-01	4.105e-01	3.939e-01	4.242e-01	2.904e-01	2.788e-01	3.140e-01	2.189e-01	1.970e-01	2.576e-01	8.185e-01	8.182e-01	8.188e-01	5.761e-01	5.721e-01	5.788e-01	3.779e-01	3.730e-01	3.852e-01	2.206e-01	2.161e-01	2.258e-01	1.030e-01	9.576e-02	1.097e-01	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.859e-01	6.061e-01	4.030e-01	3.939e-01	4.182e-01	2.920e-01	2.782e-01	3.030e-01	2.121e-01	1.818e-01	2.455e-01	8.188e-01	8.185e-01	8.191e-01	5.748e-01	5.706e-01	5.788e-01	3.745e-01	3.688e-01	3.800e-01	2.158e-01	2.118e-01	2.239e-01	9.970e-02	9.545e-02	1.024e-01
1.900e+03	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.859e-01	6.061e-01	4.132e-01	3.939e-01	4.242e-01	2.929e-01	2.788e-01	3.140e-01	2.222e-01	1.991e-01	2.525e-01	8.185e-01	8.182e-01	8.188e-01	5.767e-01	5.721e-01	5.785e-01	3.785e-01	3.721e-01	3.848e-01	2.227e-01	2.161e-01	2.270e-01	1.036e-01	9.697e-02	1.130e-01	8.182e-01	8.182e-01	8.182e-01	5.960e-01	5.859e-01	6.061e-01	4.030e-01	3.939e-01	4.182e-01	2.948e-01	2.778e-01	3.124e-01	2.159e-01	1.861e-01	2.485e-01	8.188e-01	8.185e-01	8.191e-01	5.745e-01	5.706e-01	5.788e-01	3.748e-01	3.682e-01	3.794e-01	2.158e-01	2.124e-01	2.239e-01	1.000e-01	9.455e-02	1.027e-01
2.000e+03	8.182e-01	8.182e-01	8.182e-01	5.978e-01	5.892e-01	6.061e-01	4.149e-01	3.965e-01	4.242e-01	3.005e-01	2.818e-01	3.168e-01	2.222e-01	2.020e-01	2.559e-01	8.185e-01	8.182e-01	8.188e-01	5.764e-01	5.718e-01	5.800e-01	3.788e-01	3.739e-01	3.830e-01	2.230e-01	2.191e-01	2.300e-01	1.033e-01	9.939e-02	1.139e-01	8.182e-01	8.182e-01	8.182e-01	5.950e-01	5.859e-01	6.061e-01	4.030e-01	3.939e-01	4.182e-01	2.948e-01	2.797e-01	3.124e-01	2.256e-01	1.861e-01	2.500e-01	8.188e-01	8.185e-01	8.194e-01	5.745e-01	5.709e-01	5.782e-01	3.755e-01	3.685e-01	3.800e-01	2.182e-01	2.121e-01	2.242e-01	1.003e-01	9.576e-02	1.024e-01
